id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,release_year,cluster,hdbscan_cluster
5TqUghz3FRLeWKkwOVaumY,Love Makes the World Go Round,37,271440,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1986-06-30,0.775,0.759,0,-9.502,1,0.0339,0.236,0.0,0.197,0.97,121.9,4,1986,1,7
0xbjaqanyL1Us6g8kVKE3h,Till Death Do Us Part,37,318467,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1989-03-21,0.615,0.783,11,-11.862,0,0.0289,0.112,0.0011,0.0428,0.977,143.783,4,1989,1,-1
6WjrgHvISFS0Oj3vk3XLiE,Cherish,41,232627,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1990-11-09,0.678,0.783,2,-8.288,1,0.0478,0.328,0.000133,0.047,0.802,132.017,4,1990,1,-1
73WYe6TI6bdfmvnezJ5GvV,Spotlight,36,383507,0,"['Madonna', 'Jellybean Benitiz']","['6tbjWDEIzxoDsBA1FuhfPW', '0VK8ChxQVo3zgj6XPq8YJz']",1987-11-13,0.736,0.714,9,-11.136,0,0.0349,0.141,4.89e-06,0.0406,0.97,117.96,4,1987,1,7
3E79grOLqLpNER2JT2TtL0,"Burning Up - 12"" Version",35,355907,0,"['Madonna', 'John ""Jellybean"" Benitez']","['6tbjWDEIzxoDsBA1FuhfPW', '6ZDEifi23rP9tGuNWUqQEw']",1983-07-27,0.872,0.811,11,-11.483,0,0.0453,0.0975,0.00287,0.0782,0.971,139.325,4,1983,1,-1
4bJMrN6Z33iEScmu1FoAcj,I Know It,31,223600,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1983-07-27,0.877,0.423,5,-12.084,1,0.0405,0.216,0.00177,0.0838,0.62,128.375,4,1983,1,-1
0S9EixwOfXC0LyILi8kVFh,Pretender,35,270427,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1984-11-12,0.843,0.635,9,-12.244,0,0.0327,0.444,0.0,0.0607,0.843,111.128,4,1984,1,-1
30ny4GiwopKUoKBRHPmPuK,The Look of Love,36,244053,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1987-07-21,0.531,0.665,2,-14.231,0,0.0312,0.379,0.0,0.0916,0.752,91.93,4,1987,1,-1
3XpZyqH5zvTojLUFs9RW96,Can't Stop,31,286240,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1987-07-21,0.737,0.798,7,-10.415,1,0.0295,0.0269,2.61e-06,0.297,0.586,114.999,4,1987,1,7
1S3G1e8po0gJwauwiyFmTB,Holiday,32,392827,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1987-11-13,0.709,0.764,11,-10.948,0,0.0356,0.242,0.00599,0.0521,0.883,117.635,4,1987,1,7
6i58Xdfl1rdq7kYDjWXIFH,Over and Over - Extended Version,25,431200,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1987-11-13,0.769,0.817,0,-10.768,1,0.0533,0.366,0.372,0.08,0.944,149.178,4,1987,1,7
04tSWZo4MLebMbf7RwSmyE,Keep It Together,38,303200,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1989-03-21,0.719,0.819,7,-10.579,0,0.0448,0.231,0.0222,0.0808,0.794,103.078,4,1989,1,7
1eZuZj2FOmb2u0150TaC8x,Love Song,35,292800,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1989-03-21,0.771,0.457,0,-12.277,0,0.255,0.434,0.000179,0.135,0.675,158.558,4,1989,1,-1
1cWJlp4nERqhfc5XVCsOBw,I'm Going Bananas,27,103653,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1990-03-22,0.666,0.659,9,-8.556,1,0.105,0.325,8.22e-06,0.084,0.921,103.838,4,1990,1,-1
31VN2klasv39lDUTxlj9ho,Express Yourself - Shep's 'Spressin Himself Re-Remix,20,573880,0,"['Madonna', 'Shep Pettibone']","['6tbjWDEIzxoDsBA1FuhfPW', '6GOmlO6wisWSbBzBbCCaWv']",1990-11-06,0.76,0.714,7,-11.93,1,0.0479,0.0101,0.00114,0.0697,0.59,115.854,4,1990,1,7
5WQFnPebx3YFSoXUSbSnLt,Justify My Love - Hip Hop Mix,19,394960,0,"['Madonna', 'Andre Betts']","['6tbjWDEIzxoDsBA1FuhfPW', '0uvD9EhZ5RAgPWommOlXzv']",1990-11-06,0.855,0.519,8,-13.12,0,0.215,0.0244,0.855,0.0756,0.496,95.927,4,1990,1,-1
1UaQAAdtv9fzmel09k3bSc,Justify My Love - Orbit Edit,20,273347,0,"['Madonna', 'William Orbit']","['6tbjWDEIzxoDsBA1FuhfPW', '2AHGrNDMKFi8rHqQ8kJqfl']",1990-11-06,0.787,0.619,4,-13.473,0,0.0649,0.00188,0.77,0.0991,0.474,99.613,4,1990,1,-1
0AyoRhB86c9VRL8OrCCNzg,Justify My Love - The Beast Within Mix,23,373027,0,"['Madonna', 'Lenny Kravitz']","['6tbjWDEIzxoDsBA1FuhfPW', '5gznATMVO85ZcLTkE9ULU7']",1990-11-06,0.694,0.85,0,-11.339,1,0.0787,0.377,0.615,0.247,0.535,96.123,4,1990,1,-1
4ZMVDX8tavcJQeqH31qf13,Lucky Star - US ReMix Version,41,435760,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1990-11-09,0.786,0.528,4,-11.679,0,0.0508,0.0818,0.000109,0.261,0.92,117.381,4,1990,1,-1
3UPOaZ64ov0tKaidsTTlc0,Fever,39,300893,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1992-10-20,0.778,0.727,7,-10.296,1,0.0524,0.0663,0.0196,0.0923,0.549,115.94,4,1992,1,7
1uks0HXD87wJobv1BgWySW,Waiting,33,346733,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1992-10-20,0.745,0.622,10,-8.164,0,0.0389,0.187,0.00278,0.0731,0.745,95.766,4,1992,1,-1
3ALhwNTl9iAuNuh15A3awH,Where Life Begins,35,357840,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1992-10-20,0.687,0.716,2,-10.745,1,0.0351,0.0257,0.282,0.113,0.83,99.983,4,1992,1,7
0NaU4I4x6dGFBxaMoAFBow,Survival,38,211373,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1994-10-25,0.732,0.623,7,-9.004,1,0.0334,0.106,0.0,0.0704,0.736,94.994,4,1994,1,6
7CU88LgrMsY2FgNzTlg4vI,Fever,38,300893,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1992-10-20,0.778,0.727,7,-10.296,1,0.0524,0.0663,0.0196,0.0923,0.549,115.94,4,1992,1,7
5NDS6qHwbOmVqZgTvtC66y,Love Profusion,45,216027,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],2003-04-22,0.702,0.467,6,-8.026,0,0.0403,0.239,3.69e-05,0.188,0.705,119.956,4,2003,1,-1
6ds1A1qkYXpXOc4GWw4hVO,I'll Remember (Theme from the Motion Picture With Honors),34,263813,0,['Madonna'],['6tbjWDEIzxoDsBA1FuhfPW'],1994-03-18,0.691,0.598,7,-9.699,1,0.043,0.625,0.0174,0.0709,0.842,167.797,4,1994,1,-1
